Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
2699546,6.452342475924939,4.438820254923298e-08,3.955083930088217,173.5730515538387,1.585072874099492e-50,1.8265638676028269,Light Yellow,3.42322653424688,3.192646259066842,1.570153480433627,2.841151602825899,217.4272709917423,762.4498670378513,4.379678538215074,0.9151403348894523,322.731808809805,Aquifer,14.431116821528216,56.41765918218465,June,5.0,16.0,1
5303761,6.065740505685943,0.0289750704702725,14.95009732801519,316.6848950959858,1.1698724688245812e-56,2.7276716159528265,Yellow,0.0004561428506002,2.3485895643967947,1.3800569431490315,2.239540032282115,47.24237457402963,491.5541470756303,2.820621642805813,0.0835553149295414,559.2262983822455,River,22.71465388558593,66.04621658919119,December,24.0,5.0,0
3394006,,0.2968811250838878,4.143121834049543,215.8600366712567,3.4222197899627296e-272,,Near Colorless,0.6742449776564589,0.5730328771208568,0.2328397220943947,1.551846624295842,56.85112233126067,371.2343481779808,2.948386009391557,0.0006734391089847,304.86214485172167,Reservoir,28.62321191637404,54.85857914559301,June,26.0,0.0,0
4421331,8.034921861409382,0.0037752562854368,2.7488352649464107,223.4491131780986,8.344807922052314e-173,0.69905826796393,Near Colorless,0.8058932779099315,1.8705924839195336,0.7744541303669217,0.6145626149516503,154.61609772342936,407.2064580569252,4.151506517968943,1.5932121111523228e-06,221.1587773330464,Lake,8.628546143317383,47.797553129951154,October,1.0,17.0,0
5757445,7.820631357117434,0.1776961504605174,4.046882252722199,141.1434659670346,5.224031712987704e-132,0.2336682625037894,Faint Yellow,0.176496130640184,0.3698995797829243,0.2558752677484222,0.8663545295563088,90.90490189086808,338.3723653755584,3.2320372272212343,0.0036784304715673,431.3046178724789,Ground,23.7315108669044,51.60623662094328,,24.0,19.0,0
5426638,7.376228582848352,1.7117175979960375e-08,7.267988531711741,248.96216707575937,0.0,2.632844894105383,Near Colorless,0.0017928048010491,0.810503331684228,0.2969030697009497,2.9445319716618696,95.7622126422585,284.309555401096,2.698034993062103,4.0999262757690426e-15,368.7463095275066,Ground,9.580350534873787,60.985577732984304,,19.0,12.0,0
1558532,8.36468152571796,1.1258679376008017e-06,5.771568631443543,162.4244479967809,4.0917422649466144e-92,1.2615042040193614,Colorless,0.0129112378253022,0.3566007952851179,,1.8261886538953245,78.69988011354896,576.4912782755771,3.157063233423722,1.531460685067639,115.71074124181357,Ground,23.65080930190906,65.51125870551361,March,10.0,4.0,1
1524903,8.978934344397596,3.0066226472451127,10.14809145597703,153.01637953523155,2.7997336707554504e-226,0.4714297437357693,Faint Yellow,0.0199705952194324,1.7636313390531506,0.0986374093967429,0.9145246657047174,161.12588581253314,294.0449639126312,3.344332822434717,0.0665677305132362,12.09036591417569,Well,30.565178249366912,68.09304238140543,June,30.0,3.0,1
3496119,5.635275777341772,1.0746342605666663,6.628405464762893,226.2512376500168,0.0,5.5781186243758,Colorless,0.1788367278557948,0.3764825492778373,2.1117198086983944,2.524205102788399,147.66197668844444,245.30375578291927,3.5251333604744204,0.0060917828060696,95.12249884252584,Aquifer,28.351623223573657,72.31131436732548,November,20.0,4.0,1
2727632,7.574063626554263,0.0002175189664343,3.8453123659231294,138.7581780240901,5.237276200056145e-17,0.566730228192052,Faint Yellow,0.3832265471432006,1.4922641793524607,1.3742546276888563,0.1622022567045811,77.94838721644044,524.33700412721,3.12497107554428,1.514800907544098e-06,20.45833866970103,Stream,11.736025047582055,45.38925106962099,May,19.0,8.0,1
5901684,9.480368821182404,0.0306996149891483,4.290597655090439,173.0101073990588,3.3199370806855434e-86,1.7147908279407174,Faint Yellow,0.1146621110088617,0.4041330651835555,1.81606499549079,2.8782980954834527,273.727778073488,317.0761614887812,2.718498573017131,0.8977619810770059,281.7248406110501,Lake,36.08021094010862,61.45186829725929,June,13.0,17.0,1
4101347,7.527829282500717,3.790484342858999e-13,3.6397153540695295,177.15175407589842,2.217492248955929e-37,0.792540431352547,Colorless,0.031368809238614,0.4153350927448309,0.1136658608508845,0.1722654482298388,106.950031251794,348.2657602151396,2.967247428835056,1.567818862204948e-07,411.8177119987421,Lake,9.073018066173542,44.24707162910207,June,16.0,0.0,0
1994418,7.0245279626449975,9.32368755602012e-06,7.406854763365102,106.2605457714311,0.0,2.796943046054188,Colorless,0.4935060922592928,0.185558208119689,0.1159923720637796,2.463594664379915,164.58516096904958,425.5383378392784,1.856987054800138,5.238691132579469e-08,416.15481371211314,Lake,7.7616987810566,67.68542565363585,June,20.0,15.0,0
261372,7.288696704964826,0.0157670950048696,4.623945437820374,138.86217562670035,1.0268544590715493e-36,0.191342967711174,Faint Yellow,0.3887327284141226,0.0380694410968656,0.654989943603166,0.9012335623183252,224.07649605290527,790.3807873268153,3.9536818393403066,2.225536707849608e-05,351.7557054880879,Aquifer,8.452965871538572,40.53063515312674,December,24.0,20.0,0
1790898,7.120575446305222,0.0108192329111185,9.970723135276398,178.72218341440515,1.804628122288385e-152,2.427409472459297,Near Colorless,0.3361560770600648,0.2851968536597315,0.6565010547097223,2.73719046846463,181.08856542758923,223.8517415605505,3.3545059026454247,0.0023845249422769,314.38696436635973,Reservoir,,65.1785445905506,July,14.0,0.0,0
1948178,9.48310682265808,0.0496280719081607,12.493421329151085,197.35157236482613,5.4711619308275774e-39,1.0787496098391582,Yellow,0.6138869686200635,1.9572021567317024,1.3098256885584283,0.1241533402117627,71.80845955784538,485.2126507405004,4.121789618665623,2.594234430974267,530.4712476306067,Reservoir,10.402194884886844,26.795313161771347,September,27.0,12.0,1
2426999,7.142626117861635,9.16625097122424e-05,7.699446210239446,235.2188875630834,1.5690913003405098e-70,0.1082073963189611,Near Colorless,7.024257977878626e-05,0.5298682123405676,0.2664366942155997,3.044918297306804,184.1235290585749,386.8410061429233,,,378.1046146738124,Lake,9.964439346192943,78.49541242305651,November,3.0,17.0,0
1526222,8.688908399208138,0.0014049287091457,10.03698429217696,128.62261129714105,4.0582472833750265e-24,2.442201041613416,Yellow,3.034284544867948,1.0784708087918875,0.2202629541415199,0.2908105171167683,93.88007657773692,133.09907054400207,3.265928957317531,0.00063800684263,448.9169250545259,Reservoir,7.358199604302465,92.10666200824885,December,23.0,7.0,1
4013148,6.945031143059104,0.0045807460768635,3.0416897191041707,145.35712843324663,7.897438036934003e-154,2.4899607883466786,Near Colorless,0.1643954043781195,0.1192941156121462,0.0507573859829479,3.1311440007594165,161.51694449791265,370.9055586068542,3.686811076956252,0.006138413742885,465.4069762400608,Spring,47.48376566909084,74.86802909068214,August,14.0,9.0,0
3343036,6.77433191452037,0.0605870305929481,2.8767466950890963,195.89709167486657,7.053773559259436e-07,0.2225607235186159,Colorless,0.0118197198571639,0.302018713525959,0.584154966374613,0.5384761052269194,116.60211101256736,347.78765339240346,,0.0011082791535129,150.38070060549006,River,15.77086408410298,44.81600179244956,June,,18.0,0
3559179,6.581916274665604,0.0809189262630682,6.007860916129986,102.35622951615056,1.0459616588687762e-05,0.5926583727942557,Near Colorless,0.2236039601503477,1.887860987230741,0.7872439576531414,2.327589658425028,,462.9189634605475,2.454762609968045,1.576735799067273e-07,135.0667097926944,River,32.16629381886051,6.270546715901695,July,24.0,1.0,0
3970142,8.645155447353023,0.0001006093715911,6.832613013179166,108.10228822175507,1.0149027683035326e-113,0.240029729902915,Faint Yellow,0.0017532614640352,0.5475088825017663,0.3758145778507438,4.04527760083287,134.82822817348907,130.65320349434634,4.130867596284278,3.704764829985471e-05,159.57061828376044,Reservoir,21.24317636613772,66.84672663506467,December,23.0,17.0,1
414417,7.757308654679674,0.0105440441535556,6.927230022217939,,1.5308626074927076e-51,0.7175150965669088,Yellow,0.9469813863807054,1.0192853183387918,1.048942880376236,1.1052472254735637,176.46252805899326,240.66191048709388,2.691868207053213,5.210617405718007e-05,334.3232472527893,Reservoir,12.543672624796152,46.3781153069988,July,1.0,0.0,0
5148482,7.676743592185264,9.725676011136516e-08,9.93762825079542,209.17634425512443,0.0383662235336898,3.890374564251998,Faint Yellow,2.6498735179691257,0.3326242763703254,0.8301933594254585,0.1956977618736511,131.28076992107964,353.60415524593844,4.593893820192266,1.0294661332493258,561.7808418002674,Spring,10.207546343381816,43.83499559011858,July,17.0,7.0,0
3794326,8.091318387124751,8.870169505762565e-14,7.282095399023938,111.34459605095016,1.1862551864465949e-95,3.163770764858771,Faint Yellow,0.0699234065590831,0.5175813074646415,,0.0978669314467548,123.67685067802609,374.4162722568395,3.483418226448141,0.0040492914478348,61.191172969444615,Aquifer,40.09630435857809,42.24990702862297,December,11.0,4.0,0
2406776,7.516638389029851,2.6349208200401863e-09,8.04262488906052,201.9349209804701,1.7382929268327082e-08,0.4293783858146886,Colorless,,0.2250356855047327,0.9789009258568356,1.173425231195314,134.95299937170842,296.6463205980163,3.349175733904751,,317.18689514355106,Spring,9.253997432908662,90.2585765828564,June,26.0,11.0,0
1462295,7.44861242672583,0.1409738070241159,6.224264542551546,207.33557386302968,1.0493303215540796e-175,3.3236245291687765,Light Yellow,0.5860349513691221,1.3741475351360115,0.1563153655099636,2.7131345967841627,189.4292578009132,486.6301217894851,2.942829574712089,4.578272913446603e-06,415.31480888004586,Well,32.30381697408588,70.16187827165562,November,24.0,3.0,1
675136,5.435792131107228,0.1276320928980781,3.6884066687237738,86.71295126946102,9.590522677258285e-18,0.0969795762833117,Colorless,0.1616128665867187,3.055596165488524,0.4180379562182967,2.30698763463971,426.1416034173741,452.6995861031492,3.8102061992840617,9.599758907528737e-08,66.24366144332056,River,13.542989816912735,31.49433221138112,August,26.0,6.0,1
1067139,5.968098683302698,0.0005057252927777,11.571020077471406,123.73427056235212,1.0860052067630155e-112,2.152913838360187,Light Yellow,0.3850544423117599,2.318476199224345,0.2296305561559902,3.993421454379769,183.09880944189985,398.48344299393534,2.7187044549955126,4.360238621031312,211.10155961831452,Aquifer,13.944030491582438,34.99461930642829,October,27.0,7.0,1
450031,5.903761597822288,1.172204042387486e-05,9.198293813089226,112.2554707209392,3.4064374272125846e-38,1.922666630433826,Yellow,0.0224640473573064,0.147057758831932,0.3377907054361331,4.075695387530099,82.43973200577229,345.2770307670603,4.57030407342031,8.504571207513095e-15,242.1683863449764,Spring,18.421804424023552,77.72775005646712,June,24.0,4.0,0
4677791,8.195766952019849,0.477080534412365,1.933024749474259,286.1669768513785,4.155056941501738e-88,2.535329399005478,Yellow,4.028682139710886,,0.2835719166123043,3.362277135322447,164.6897610523877,385.6451079420056,5.273170083854474,2.4148909721013926e-06,207.5691304466721,Aquifer,23.144031964616776,41.293996701610624,October,19.0,3.0,1
3073288,7.948896166735277,0.0120095989261872,,337.6170640926031,5.825564816985482e-47,0.1064592120080216,Faint Yellow,0.9017570488120552,1.9872044657358865,0.5756795991336068,3.6943790316326415,,391.2449530149227,4.711338605649057,0.0088599192237093,508.5616157801228,Reservoir,30.036740516647217,91.69877225420736,October,25.0,4.0,1
2655629,7.226814691525515,0.715988466295983,3.3868293353502525,288.3743780162107,1.003809029631922e-90,0.4377245019948998,Yellow,1.6903603485735554,0.5127546331689926,0.0701621347080815,3.206973847325633,213.8425525480665,373.87474142663945,6.885740809033516,9.596511510743676e-05,254.3202407888476,Aquifer,46.3309781667202,91.2773139880789,December,21.0,3.0,1
2226313,7.5966291392110525,6.587781685860178e-05,4.300546756145812,202.5024790709439,5.1232823103981655e-236,1.1092221748501676,Faint Yellow,0.0006312435722793,0.7382674513993276,0.2187025117691169,2.8289434361770263,147.3949447235095,715.6360497817428,3.917802444206124,3.0154829521889244e-12,407.6296201876892,Well,21.01780362064882,44.49585075536868,October,22.0,22.0,0
68173,6.76015236497258,1.154628711571722e-07,3.052464804473692,201.650914405938,5.2138945548994215e-46,0.1514112525696865,Faint Yellow,0.2097123656990056,0.7985256741089949,0.1239437112086986,,123.14966551828611,,3.353740324614297,0.0440269205257075,243.55788424230587,Aquifer,32.00007248477931,71.31653645782647,July,9.0,5.0,0
3934301,8.564030519548899,0.1010696860465642,20.603452346987755,323.9855789866069,2.2524541672888817e-84,2.086381925665662,Light Yellow,1.0576570220545838,1.118542925011956,2.1075942783922152,2.861419293780412,415.79381542586407,285.39307839366967,3.5128321096218813,2.395480229790542e-13,321.13401007635844,River,19.292791318851457,71.51221466220596,April,28.0,4.0,1
3265510,7.175130652656215,0.0073193780942261,3.6668053685491824,227.0411967205397,2.640395883847476e-86,1.2427961567087913,Colorless,0.6697549087763293,0.3092154746200566,0.3299297739079278,2.748562668146283,114.50481238577356,296.9446253177616,2.670604703787044,8.855039707405572e-15,261.5679875271578,Aquifer,5.433027956779117,45.93255046804006,December,19.0,9.0,0
4976222,7.506942951101515,0.001155293836994,6.207070897967038,140.34276018065648,3.2716747488078756e-91,1.593235599561818,Colorless,0.4289753079943686,0.6145270062194215,0.5842398361036807,1.067189624524158,247.62077986337889,417.678095735209,3.083766861097442,0.0158267923587866,425.0173666791278,Well,6.87118966745914,62.78376359787181,June,7.0,22.0,0
2652143,6.683861989474229,0.2757995014637083,,285.15603144418805,1.2327128459150478e-135,3.146970040724097,Colorless,0.8197772584909858,1.185992979615779,0.0790699620572399,2.325390985839289,136.41649903262845,132.01991743660264,4.178269364839923,0.3256550739805408,158.776510629708,River,18.299222877101265,80.66642891922935,October,29.0,23.0,1
2715324,7.087643380031416,0.0892774074387304,10.858047203708276,233.9021520525472,8.148725454760241e-86,1.324916847288003,Faint Yellow,0.2349920860904623,1.2987592802582757,0.0754349016887611,1.1648564322761448,89.1531959275921,333.6655105287357,2.712713060400419,1.6706046122966731,454.1438038850088,Spring,11.274020835191118,63.856988968150986,May,5.0,13.0,1
443413,7.443851157638366,0.0001401899345049,7.0510996862111766,130.60765847503578,8.369205676015914e-57,0.2357856576429272,Faint Yellow,0.600530435018465,1.649126985417451,0.8180426271614925,1.1378736086207335,110.1703746885501,642.6230978722525,3.61616320742895,0.0015554199532062,370.61503465040266,Well,8.475857910143414,103.17870941944656,March,24.0,0.0,0
3129558,10.091782916040572,0.0003472774058965,4.5196917531865095,259.2315758115299,3.273949374165176e-181,0.2679693895260926,Near Colorless,0.9828274145794872,0.0998078156255092,,4.08208115114314,,841.6201211818151,3.2555427580247214,3.8150636105522855e-05,535.9720240590033,Aquifer,9.149268419684772,81.03055809593765,May,12.0,22.0,1
658942,8.215556225307134,4.5261126830270684e-09,5.300231145667881,170.79437781618643,1.798926752778559e-162,3.6127858659438425,Colorless,4.627001696267444e-09,1.428750217159975,0.1976522152905042,0.3562252746151467,57.5816681233038,447.8989668625665,3.285188968269829,6.485014991442728e-05,149.99477167482584,Reservoir,25.65269641181253,52.302433735382806,June,30.0,13.0,0
5296232,8.352825214942815,0.0297330857364116,10.42033528325271,189.25014373026613,1.5528747799399312e-210,0.3665041581425207,Colorless,1.1779805697936214,0.1370211015347804,0.2328000197437726,0.2916821865361954,139.04770914228246,442.80706759675707,2.898360575921361,2.237226725601576e-06,46.12632024739989,Ground,22.614738224325773,41.99694008493318,May,21.0,9.0,0
1371257,7.933523054101827,0.0470345498022805,2.5761312006332453,156.04305955001053,6.383140771005313e-109,1.286629549940601,Near Colorless,0.8831915383551191,0.5675079920836714,0.586771910302019,1.4370496751024249,80.75073570447907,390.6429682210692,3.4526522750736017,0.0014423490942573,18.49027226929095,River,20.344932405033457,90.9848993414648,October,9.0,20.0,0
5256317,8.137852266074926,0.0755238491498134,9.75931943298684,212.7867471677121,2.2303674106048604e-16,0.0358051151075532,Colorless,0.0109581468586817,1.0161704486013077,0.1912921111124597,2.020714972721505,112.1240943296768,435.4842942694863,4.1627093085333104,0.0005634130448554,301.7397449657037,River,39.189793420439614,73.2852582329178,August,3.0,9.0,0
2403940,7.909711912431009,9.717962112089586e-11,3.284151667909573,158.014706720775,6.4132985974183636e-27,4.159417974994051,Colorless,0.339744125927515,1.64615488665396,0.7824861503991687,1.768419968424162,72.08281966602894,322.24936613651266,3.604625399403783,0.00693401512693,60.172691724346166,Stream,14.894956740701522,45.83643318113701,July,20.0,19.0,0
2476543,8.355872562715357,0.1949557779266108,4.207563286900224,168.06710887914713,5.454679688217613e-56,2.786176664179037,Faint Yellow,0.7471651281142853,1.007706458628527,0.1914728920455997,2.7263865548246944,135.81406894088332,625.6684516167483,2.3854256824626137,0.0001064379070996,117.90408681085874,Reservoir,36.37285757202503,66.51229810330214,December,,8.0,0
5309786,7.604694610729934,3.2883362563933566e-08,5.916418338285808,174.91986684362564,1.7460406985625636e-117,1.5767019252758634,Colorless,0.4711235628309387,0.0687419979965887,0.0664974303309775,1.1203229112692108,217.61188302315887,261.44226210736144,2.344575345746833,0.0009474569021639,492.4061731524093,Aquifer,10.351128061908922,78.38637704861779,May,14.0,19.0,0
567307,7.591100427613763,0.0028420854250577,7.4881060977246205,139.2470793632166,4.098628447963682e-55,1.365826783989954,Near Colorless,0.0518241696136615,0.3900979035538047,0.4229451694850988,2.3225732579887945,,278.1402660448107,3.4529155125125897,4.377811412010805e-05,230.25231821044343,River,14.747227811342336,52.8221644822096,August,10.0,10.0,0
875666,6.636847623440375,0.2976167754356287,7.161888778975647,146.82584364359536,1.9683529375713641e-19,0.465069479597649,Faint Yellow,0.0581496990434864,1.3452579916464136,0.4030427706108986,2.9064657693410414,123.1823487526099,527.3799852040815,1.4859066867579616,9.56063498367412e-08,150.54534613172058,Aquifer,6.329374888909757,64.81019413437176,August,10.0,8.0,0
622679,8.217594355248838,0.0128492530370037,8.023748152099802,163.10227840037228,1.2330259677214996e-180,0.443432852977994,Near Colorless,1.7249222872562433,0.4196424553129141,0.0304920746582125,,103.51930615710783,235.4149332741069,3.7996651226801466,0.002156454015542,39.72500064523223,Stream,13.16211753481203,80.01548146396345,December,9.0,20.0,0
2246039,7.867809621830146,0.0074181532501496,4.399157388064773,165.20677527363614,1.1187045563286845e-42,,Colorless,1.0723353248038716,0.5151931843638765,0.0210055376868697,1.6149241901779292,194.973341292238,259.2162032800217,3.885891113103724,0.0025246264989084,447.5131528782409,Stream,31.01578257373016,67.89955748309283,July,28.0,17.0,0
3085639,7.092084385257647,1.866863539119428e-06,11.452382831279085,240.7848181791572,5.889388997771455e-244,0.1998325223829985,Faint Yellow,0.1083339826159546,0.7608280304199804,0.1561099470922407,0.9375106732764804,165.62987458748643,316.46406747936334,2.3653118462880784,4.399575907306112,71.86517296213239,Well,9.617913913966635,18.39119186400619,November,23.0,10.0,1
137009,8.122503117161727,0.1093793395447347,7.256649690822455,247.18361882363456,6.018828575382267e-17,3.397990946957262,Colorless,0.041769219019954,0.0431532313686109,0.7959765937807801,2.148864776605023,162.40358719146923,615.4165886790158,3.906941307014542,0.0158865593152611,351.7347948697445,Ground,14.430157924604318,68.22551329815319,March,17.0,14.0,0
2766290,7.734374844412573,0.0012868696316471,0.9539619413923822,203.2194494997017,1.6705755361065882e-67,0.6018701285675745,Colorless,0.0002137777800831,0.7862020558711958,0.2891268523506199,0.4311344458473856,74.57142523756693,224.9723478487965,4.005051669513895,0.0020849824470275,335.0345066778713,Lake,12.59199346345606,40.63929251701539,November,9.0,21.0,0
1628641,7.283141092789985,2.811083905419997e-06,3.909533270582158,123.8016529383436,1.9135546145544464e-91,0.3266737049524357,Colorless,0.0345944236620577,0.8054419378929635,0.1564347590714778,3.088011308164644,90.4644815974334,532.9706697313261,4.0619702503812025,7.813270307940834e-05,500.362132967422,Lake,10.27223972412252,56.619315515902414,December,28.0,23.0,0
842434,6.590481878308227,0.2825054820614878,4.764345626437271,203.61308616743187,2.0900980907506245e-189,1.7359557650281268,Light Yellow,0.0844098155069083,0.7388560595895103,0.2146825084220412,,60.64895839891575,365.0786622865849,3.016892201450251,0.0001178693263743,375.0624741785825,Lake,25.848965596223,64.7357805919741,December,20.0,16.0,0
4667073,10.035497595444635,0.5613998858110661,2.4137063227061653,450.9110792092707,1.0407687449038683e-133,1.2729847723966528,Near Colorless,0.3922635893054439,0.1622541091687485,0.4260375690287263,3.503264311052796,168.35556614542332,393.81640810371385,3.5598357115696744,,291.1577082426029,Spring,21.05926823495896,42.95952778688566,June,4.0,13.0,1
2020539,8.371162259448466,0.0086928273028261,4.110681379667215,119.83426576740352,1.4614917677034767e-80,1.74852073623036,Near Colorless,0.4182834022936531,1.0466844139651148,0.5756747530216276,1.905039183733044,154.3136682289749,612.7936011421202,3.139128249262638,3.671841506605325e-05,1.144315482875558,River,31.24672302804568,94.25597186373412,December,30.0,4.0,0
3444625,7.158415153356355,0.0008570475384289,5.841295544403059,269.1219358596751,6.669501611440442e-62,0.5161128800311214,Yellow,0.0001288729289903,1.1183629184037729,0.0478648152887825,3.9536819091508617,94.7316714101755,471.0966681695971,2.0075710938163223,2.470688798296032e-06,550.62941450924,Spring,13.987651494811722,62.86587050364268,April,21.0,5.0,1
3891165,7.6590859912418034,1.835151584389507e-07,6.676104126877671,334.3632058472584,2.1633335444465262e-10,0.7621234162932706,Light Yellow,3.2000483670792605,0.769397820002283,2.6643824915326704,2.725108173319521,153.83382622939925,468.177022184277,3.4549512583577693,4.231193238645506e-09,485.28413949660535,Stream,21.715931678399844,77.01704672632553,June,30.0,1.0,1
761633,7.161101497571291,1.3664220610989783e-09,18.87222987562435,250.2561111641708,7.126628819978403e-210,0.0562320224815934,Yellow,0.0684697612164605,0.6927459069642055,0.6307196034763247,3.724333514589333,73.1150988581478,517.9945604754968,3.31412253290112,4.569344212512796e-12,360.5963918766655,Ground,30.269397407223693,50.644104221197416,May,8.0,17.0,1
3254672,8.401419285455352,9.571582842466608e-09,5.7986660198105335,161.544333648452,1.71625537335808e-86,0.525421327986462,Faint Yellow,0.001396011222791,1.5167527914472831,0.8045887849867316,0.5757313548573773,242.0015753140301,659.2239713847251,2.9123392750744634,0.0002875030106768,108.14783526089006,Stream,9.28351899227682,86.15359911381991,December,19.0,2.0,0
283488,8.82158840211219,0.0001130908559806,6.966081669160199,,4.0370404456242194e-115,0.3116396943550753,Near Colorless,0.093396353142971,1.0219503698304129,0.6070571387276944,1.3278007214417742,87.32948526666509,469.75586283320695,2.406958350606462,4.517265404891909e-06,504.11340536902776,Stream,35.1084095278148,54.67833642704019,July,,6.0,1
4507617,7.657228424634485,1.3688938481622708e-15,5.102031622558374,158.64419181485934,1.1611837223395328e-107,0.533522820434219,Faint Yellow,0.0837048066726255,0.2426615360757459,0.5253854388474897,0.7365461229260185,169.24707570132608,714.4099899053318,3.597624688214951,2.9137164866501885e-06,73.84667430441286,Well,8.3198520962687,67.1267251769085,May,29.0,12.0,0
3315973,6.660549144236627,0.0001516627866089,5.924572556753185,126.25389102861492,6.651378474682408e-142,0.4988093749742601,Faint Yellow,0.5017797745299073,0.3419159828770534,0.4574827401907606,0.3055265747088781,208.8876309151532,358.55728347006504,3.258605729176024,0.0151543478957284,367.3802474597031,Ground,4.038976962273145,104.19711891965576,February,1.0,4.0,0
